specobjid,SOURCETYPE,RA,Dec,plate,ra,dec,objid,run,rerun,camcol,field,z,mjd,fiberID,run2d,wavelength,red shift,red shift error,flux,g sn,r sn,i sn,central wavelength
501066996532668416,QSO                      ,130.00539,50.495854,445,130.005412705321,50.4958298930829,1237651190820438081,1331,301,3,177,0.2768953,51873,151,26,[3.5792 3.5793 3.5794 ... 3.9633 3.9634 3.9635],[34.330593 34.591316 21.523869 ... 10.239555  9.897891  9.965034],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501067271410575360,GALAXY                   ,129.96935,50.580243,445,129.969353085514,50.5802213865754,1237651250948407516,1345,301,3,153,0.1856159,51873,152,26,[3.5793 3.5794 3.5795 ... 3.9633 3.9634 3.9635],[ 7.754658   2.8578064 -2.0374668 ...  9.33795    8.165903   9.277201 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501067546288482304,GALAXY                   ,129.70578,50.598776,445,129.705779613628,50.5987739319723,1237651250948342199,1345,301,3,152,0.2647091,51873,153,26,[3.5792 3.5793 3.5794 ... 3.9633 3.9634 3.9635],[2.4438353  0.50402015 5.1090965  ... 8.29751    6.270515   8.702226  ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501067821166389248,GALAXY                   ,129.77403,50.569597,445,129.774025065422,50.5695984331725,1237651250948342123,1345,301,3,152,0.04862163,51873,154,26,[3.5792 3.5793 3.5794 ... 3.9633 3.9634 3.9635],[ 8.680387  -0.3420407  7.748502  ... 10.026338  10.080189   9.849341 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501068096044296192,GALAXY                   ,129.97943,50.362675,445,129.979463752762,50.3626719948761,1237651190820372664,1331,301,3,176,0.1284601,51873,155,26,[3.5793 3.5794 3.5795 ... 3.9633 3.9634 3.9635],"[ 0.9337768  -0.71560186 -2.3644443  ... 11.348944   11.749336
 11.802671  ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501068370922203136,GALAXY                   ,129.76738,50.446045,445,129.767374368115,50.4460496812075,1237651250948276298,1345,301,3,151,0.04855243,51873,156,26,[3.5793 3.5794 3.5795 ... 3.9633 3.9634 3.9635],[20.94291  21.26255  21.582088 ... 73.62823  70.798134 70.383835],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501068645800110080,GALAXY                   ,129.95567,50.637825,445,129.955676857632,50.6378035898298,1237651250948407451,1345,301,3,153,0.09850298,51873,157,26,[3.5793 3.5794 3.5795 ... 3.9633 3.9634 3.9635],[11.901883   3.2178845 -5.4633155 ...  6.591859   8.028939   5.2578564],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501068920678017024,GALAXY                   ,130.07325,50.593449,445,130.073257264374,50.5934364126892,1237651190820503709,1331,301,3,178,0.2786549,51873,158,26,[3.5793 3.5794 3.5795 ... 3.9633 3.9634 3.9635],[0.6755457 2.6837533 4.691328  ... 7.2193356 8.9526615 7.4928355],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501069470433830912,GALAXY                   ,130.10489,50.403693,445,130.104927139083,50.4036809097884,1237651190820438231,1331,301,3,177,0.1281523,51873,160,26,[3.5793 3.5794 3.5795 ... 3.9632 3.9633 3.9634],[6.1246433 4.5381026 2.9520645 ... 7.905415  9.884128  6.055413 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501070020189644800,GALAXY                   ,129.40016,50.25153,445,129.400148767372,50.2515454971224,1237651250948145484,1345,301,3,149,0.07953468,51873,162,26,[3.5793 3.5794 3.5795 ... 3.9632 3.9633 3.9634],[1.9605715 4.9111385 7.860634  ... 2.8681479 3.2603898 2.59923  ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501070295067551744,GALAXY                   ,129.48587,50.33387,445,129.485857221711,50.3338677050204,1237651250948210816,1345,301,3,150,0.05302659,51873,163,26,[3.5793 3.5794 3.5795 ... 3.9632 3.9633 3.9634],[7.82921   6.9344583 6.0400276 ... 6.9306784 5.8351145 6.9022813],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501070569945458688,GALAXY                   ,129.49465,50.168289,445,129.49464717066,50.1682792816647,1237651190820241654,1331,301,3,174,0.1204246,51873,164,26,[3.5793 3.5794 3.5795 ... 3.9632 3.9633 3.9634],[0.9590589 2.7158086 4.471928  ... 5.918987  5.0650735 6.214926 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501070844823365632,GALAXY                   ,129.39597,50.484917,445,129.396007023534,50.4849326425312,1237651191357177920,1331,301,4,175,0.03709721,51873,165,26,[3.5793 3.5794 3.5795 ... 3.9632 3.9633 3.9634],[11.452311 14.594793 17.736149 ... 13.197688 13.699467 13.180156],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501071119701272576,GALAXY                   ,129.61017,50.236973,445,129.610207623117,50.2369773387928,1237651190820307276,1331,301,3,175,0.3489127,51873,166,26,[3.5793 3.5794 3.5795 ... 3.9632 3.9633 3.9634],[1.2128291 1.2962961 1.379734  ... 5.5303307 2.6659396 4.2257833],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501071394579179520,GALAXY                   ,129.54288,50.305208,445,129.542899367001,50.3052109032401,1237651250948210912,1345,301,3,150,0.3191255,51873,167,26,[3.5793 3.5794 3.5795 ... 3.9632 3.9633 3.9634],[3.249465  3.0984175 2.9474242 ... 6.389944  6.0754814 6.988849 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501071669457086464,GALAXY                   ,129.67848,50.149291,445,129.678497757256,50.1492823738839,1237651190820241631,1331,301,3,174,0.1298958,51873,168,26,[3.5793 3.5794 3.5795 ... 3.9632 3.9633 3.9634],[ 8.026654   6.329479   4.6328955 ... 12.731712  13.879196  12.645626 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501071944334993408,GALAXY                   ,129.69641,50.252558,445,129.69646483697,50.2525635238746,1237651190820307352,1331,301,3,175,0.35591,51873,169,26,[3.5793 3.5794 3.5795 ... 3.9632 3.9633 3.9634],[5.117641  3.1739147 1.2308588 ... 5.4291363 6.355249  5.3584824],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501072219212900352,GALAXY                   ,129.67047,50.269551,445,129.67050122225,50.2695760408767,1237651190820307043,1331,301,3,175,0.108714,51873,170,26,[3.5793 3.5794 3.5795 ... 3.9632 3.9633 3.9634],[14.493887 10.297811  6.10319  ... 20.403467 16.394796 19.785698],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501072494090807296,GALAXY                   ,129.48686,50.426763,445,129.486889365386,50.4267592094774,1237651250948210943,1345,301,3,150,0.2780797,51873,171,26,[3.5793 3.5794 3.5795 ... 3.9632 3.9633 3.9634],[ 6.691395   2.5286784 -1.6325587 ...  6.6191907  5.5473614  7.594241 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501072768968714240,GALAXY                   ,129.54398,50.49766,445,129.543996699313,50.497656634764,1237651250948276410,1345,301,3,151,0.130923,51873,172,26,[3.5793 3.5794 3.5795 ... 3.9632 3.9633 3.9634],[2.8642645 4.125291  5.385876  ... 9.751227  8.358271  8.281356 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501073043846621184,GALAXY                   ,129.59426,50.606683,445,129.594260840488,50.6066972785162,1237651191357309056,1331,301,4,177,0.1438289,51873,173,26,[3.5793 3.5794 3.5795 ... 3.9632 3.9633 3.9634],[ 6.232067  7.329764  8.427083 ... 20.797174 17.90874  19.707058],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501073318724528128,GALAXY                   ,129.48274,50.533466,445,129.48275626836,50.5334792046177,1237651191357243497,1331,301,4,176,0.1400631,51873,174,26,[3.5793 3.5794 3.5795 ... 3.9632 3.9633 3.9634],[ 5.150082   5.806225   6.4621367 ... 14.952372  15.980682  14.903678 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501073593602435072,GALAXY                   ,129.6869,50.619001,445,129.686902072172,50.6189974719629,1237651250948341873,1345,301,3,152,0.05056417,51873,175,26,[3.5795 3.5796 3.5797 ... 3.9632 3.9633 3.9634],[ 4.176425   6.7246804  5.574574  ... 13.076008  12.468418  14.22489  ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501073868480342016,QSO                      ,129.38679,50.429494,445,129.386816803191,50.4294955112972,1237651250948211311,1345,301,3,150,1.033257,51873,176,26,[3.5795 3.5796 3.5797 ... 3.9375 3.9376 3.9377],"[-0.91237813  4.489783    2.3045032  ...  3.612013    2.1182952
  1.9869834 ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501074143358248960,GALAXY                   ,129.58492,50.574798,445,129.584926078829,50.5747947189269,1237651250948276473,1345,301,3,151,0.1625607,51873,177,26,[3.5795 3.5796 3.5797 ... 3.9632 3.9633 3.9634],[ 5.1009445  2.3894403  3.057743  ... 19.746517  18.623959  17.806553 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501074418236155904,GALAXY                   ,129.47103,50.513613,445,129.471066208887,50.513611300636,1237651250948276516,1345,301,3,151,0.280845,51873,178,26,[3.5793 3.5794 3.5795 ... 3.9631 3.9632 3.9633],"[-8.119795   -4.391696   -0.66492116 ...  8.00629     7.0055404
  6.145583  ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501074693114062848,GALAXY                   ,129.41084,50.148676,445,129.410820569562,50.1486617839816,1237651190820241645,1331,301,3,174,0.2458508,51873,179,26,[3.5795 3.5796 3.5797 ... 3.9631 3.9632 3.9633],[ 0.6302546  1.293766  -3.0840623 ... 10.427521  11.575047  11.905379 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501074967991969792,GALAXY                   ,129.49861,50.390643,445,129.498631936048,50.3906408419734,1237651250948210746,1345,301,3,150,0.1725284,51873,180,26,[3.5795 3.5796 3.5797 ... 3.9631 3.9632 3.9633],[ 3.52438    5.9192777  5.9659343 ... 15.657489  16.157377  13.72972  ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501075242869876736,GALAXY                   ,129.1127,50.485001,445,129.112665265165,50.4850173374135,1237651191357177936,1331,301,4,175,0.1346472,51873,181,26,[3.5795 3.5796 3.5797 ... 3.9631 3.9632 3.9633],[ 6.01227    5.911678   6.0195103 ... 10.710904   8.744546  10.480854 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501075792625690624,GALAXY                   ,129.06946,50.564723,445,129.069464409817,50.5647366678427,1237651251485081755,1345,301,4,150,0.141542,51873,183,26,[3.5795 3.5796 3.5797 ... 3.9631 3.9632 3.9633],[ 4.3801036  3.3805327 -6.565972  ... 10.16539   10.883959  10.995006 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501076067503597568,GALAXY                   ,129.18622,50.429068,445,129.186206655182,50.4290808526966,1237651191357112504,1331,301,4,174,0.1344135,51873,184,26,[3.5795 3.5796 3.5797 ... 3.9631 3.9632 3.9633],[ 6.794232   6.5094137  6.636435  ... 24.717642  22.915573  23.319565 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501076342381504512,GALAXY                   ,129.04863,50.418988,445,129.048607865717,50.4189941143307,1237651191357112369,1331,301,4,174,0.01081499,51873,185,26,[3.5795 3.5796 3.5797 ... 3.9631 3.9632 3.9633],[16.004688 12.349573  8.131981 ... 36.578854 34.56567  35.040966],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501076617259411456,GALAXY                   ,129.15757,50.198321,445,129.157540988749,50.1983166191937,1237651250948079893,1345,301,3,148,0.09691158,51873,186,26,[3.5795 3.5796 3.5797 ... 3.9631 3.9632 3.9633],[ 3.9125633  6.664594   7.9837594 ... 13.256585  11.7021    10.700968 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501076892137318400,QSO                      ,129.09785,50.573652,445,129.097860406459,50.5736609584209,1237651251485082231,1345,301,4,150,0.0001563997,51873,187,26,[3.5795 3.5796 3.5797 ... 3.9631 3.9632 3.9633],"[-0.1548621   0.32165256 -0.43854266 ...  1.1253407   1.5828913
  1.1776276 ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501077167015225344,GALAXY                   ,128.9727,50.511394,445,128.972682241102,50.5114203899659,1237651251485016353,1345,301,4,149,0.05149502,51873,188,26,[3.5795 3.5796 3.5797 ... 3.9631 3.9632 3.9633],[ 8.573776   7.036979   8.7683325 ... 25.02561   24.466654  25.380972 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501077441893132288,GALAXY                   ,129.28846,50.508685,445,129.288478562418,50.508694744164,1237651191357178024,1331,301,4,175,0.1620992,51873,189,26,[3.5796 3.5797 3.5798 ... 3.9631 3.9632 3.9633],[ 3.19208    4.29948    3.8028247 ... 12.660476  11.965245  11.380921 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501077716771039232,GALAXY                   ,129.23679,50.472412,445,129.236788708448,50.4724282739282,1237651191357177948,1331,301,4,175,0.161136,51873,190,26,[3.5796 3.5797 3.5798 ... 3.9631 3.9632 3.9633],"[-0.48808044  0.30782667  6.247758   ... 25.253574   23.272814
 24.568546  ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501077991648946176,GALAXY                   ,129.05464,50.22561,445,129.054655315898,50.2256009519365,1237651191357047215,1331,301,4,173,0.3325375,51873,191,26,[3.5796 3.5797 3.5798 ... 3.9631 3.9632 3.9633],"[ 1.6803871  -0.30737415  3.6562192  ...  6.4663696   6.2941236
  5.5609303 ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501078266526853120,GALAXY                   ,129.0706,50.171855,445,129.070593057431,50.1718407184992,1237651250948080014,1345,301,3,148,0.04832332,51873,192,26,[3.5796 3.5797 3.5798 ... 3.9631 3.9632 3.9633],[ 3.79815    2.7903538 -2.702085  ...  4.880568   4.2839975  3.483428 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501078541404760064,GALAXY                   ,129.22934,50.109644,445,129.229331152987,50.1096390909412,1237651250948079856,1345,301,3,148,0.1174241,51873,193,26,[3.5796 3.5797 3.5798 ... 3.9631 3.9632 3.9633],[-0.7210275  7.957629  10.733592  ... 25.198471  24.532158  24.796156 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501078816282667008,GALAXY                   ,129.25953,50.162879,445,129.259515029986,50.1628801968108,1237651250948079910,1345,301,3,148,0.1184463,51873,194,26,[3.5796 3.5797 3.5798 ... 3.9631 3.9632 3.9633],[ 9.733817   6.1909957  6.2169776 ... 19.611917  18.741379  20.02872  ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501079091160573952,GALAXY                   ,129.27633,50.131963,445,129.276313074094,50.1319603670208,1237651250948079896,1345,301,3,148,0.244035,51873,195,26,[3.5796 3.5797 3.5798 ... 3.9631 3.9632 3.9633],[ 1.2210741 -1.9443433  2.4349318 ... 13.412954  13.307763  10.310111 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501079366038480896,QSO                      ,129.30486,50.200439,445,129.304835516703,50.2004464252156,1237651250948145305,1345,301,3,149,1.36581,51873,196,26,[3.5796 3.5797 3.5798 ... 3.9631 3.9632 3.9633],[10.75682    7.358577  15.722668  ...  2.6813166  2.7110863  2.675662 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501079640916387840,GALAXY                   ,129.38718,50.206062,445,129.387153949306,50.2060682312679,1237651250948145328,1345,301,3,149,0.05192149,51873,197,26,[3.5796 3.5797 3.5798 ... 3.9631 3.9632 3.9633],[6.9154353 4.6402783 6.942514  ... 4.0810137 3.673372  5.7871823],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501079915794294784,GALAXY                   ,129.27275,50.578848,445,129.272789330651,50.5788596584083,1237651191357178035,1331,301,4,175,0.1433797,51873,198,26,[3.5797 3.5798 3.5799 ... 3.9631 3.9632 3.9633],[ 7.9269924  5.9130654  4.2607174 ...  6.9289412  8.383419  10.3785305],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501080190672201728,GALAXY                   ,129.38121,50.622057,445,129.381220488099,50.6220784067892,1237651191357243608,1331,301,4,176,0.3016711,51873,199,26,[3.5797 3.5798 3.5799 ... 3.9631 3.9632 3.9633],"[-0.2390277   3.402108    0.88254887 ...  7.773011    5.1498356
  7.564105  ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501080465550108672,GALAXY                   ,129.28433,50.450019,445,129.2843406764,50.4500377606489,1237651191357177953,1331,301,4,175,0.1433048,51873,200,26,[3.5797 3.5798 3.5799 ... 3.963  3.9631 3.9632],[ 3.8138287  4.591512   6.0194497 ... 22.251488  22.935947  21.935823 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501080740428015616,GALAXY                   ,129.14041,50.075268,445,129.140385991424,50.0752414113934,1237651250948079652,1345,301,3,148,0.1160674,51873,201,26,[3.5797 3.5798 3.5799 ... 3.9631 3.9632 3.9633],[10.747624  -0.7858139  6.4736223 ...  8.024186   9.082864   7.667295 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501081015305922560,GALAXY                   ,129.43993,49.477847,445,129.43995901671,49.4778541830549,1237651190283108532,1331,301,2,170,0.05193289,51873,202,26,[3.5798 3.5799 3.58   ... 3.9631 3.9632 3.9633],[13.510767 13.762928 13.337812 ... 19.171402 19.130083 17.122036],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501081290183829504,GALAXY                   ,129.21325,50.02762,445,129.21324100709,50.0275994300321,1237651250948079666,1345,301,3,148,0.115627,51873,203,26,[3.5798 3.5799 3.58   ... 3.9631 3.9632 3.9633],[ 2.628808   9.531769  10.8717785 ... 25.84536   23.094477  24.158054 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501081565061736448,QSO                      ,129.17846,49.659595,445,129.178447102987,49.6595747368299,1237651250411077795,1345,301,2,146,2.985915,51873,204,26,[3.5798 3.5799 3.58   ... 3.9631 3.9632 3.9633],[3.4954865 6.6556873 3.568289  ... 2.5850136 2.498955  2.0010421],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501082389695457280,QSO                      ,129.38049,49.311828,445,129.38050262578,49.3118345022902,1237651190283043054,1331,301,2,169,1.400713,51873,207,26,[3.5798 3.5799 3.58   ... 3.963  3.9631 3.9632],[13.682179  16.366678  12.361221  ...  2.5143898  1.6408557  3.902416 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501082664573364224,GALAXY                   ,129.11817,50.115419,445,129.118152744782,50.1154044097008,1237651250948079805,1345,301,3,148,0.1179224,51873,208,26,[3.5798 3.5799 3.58   ... 3.963  3.9631 3.9632],[ 9.05078    8.345738   5.4612436 ... 19.505497  20.811485  19.331564 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501082939451271168,GALAXY                   ,129.23067,50.015513,445,129.230680488094,50.015500283941,1237651190820175953,1331,301,3,173,0.05259138,51873,209,26,[3.5798 3.5799 3.58   ... 3.963  3.9631 3.9632],[ 9.000699 11.044398  7.174196 ... 14.305695 13.955637 12.998516],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501083214329178112,GALAXY                   ,129.40572,49.779001,445,129.405754841122,49.7789937426567,1237651250411143360,1345,301,2,147,0.09641835,51873,210,26,[3.5798 3.5799 3.58   ... 3.963  3.9631 3.9632],[ 7.567649  10.482852   7.1986933 ... 32.328453  31.066053  34.163776 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501083489207085056,GALAXY                   ,129.21529,50.080896,445,129.215246657899,50.0808911650048,1237651250948079820,1345,301,3,148,0.1194124,51873,211,26,[3.5799 3.58   3.5801 ... 3.963  3.9631 3.9632],[ 7.969739   6.0471787  4.070478  ... 12.240407  15.206701  14.667119 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501083764084992000,QSO                      ,129.26381,49.337345,445,129.263815802825,49.3373453177078,1237651190283043127,1331,301,2,169,1.674375,51873,212,26,[3.5799 3.58   3.5801 ... 3.963  3.9631 3.9632],[7.603636  6.382892  3.1134748 ... 2.346889  1.780709  1.8012223],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501084038962898944,GALAXY                   ,129.29161,50.083575,445,129.291603097173,50.0835608408299,1237651250948079870,1345,301,3,148,0.1443677,51873,213,26,[3.5799 3.58   3.5801 ... 3.963  3.9631 3.9632],[ 7.916566   2.7410128  4.225992  ... 13.677329  14.997246  12.224337 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501084313840805888,GALAXY                   ,129.06759,49.844466,445,129.067576730393,49.844508384188,1237651190820044915,1331,301,3,171,0.05206013,51873,214,26,[3.5799 3.58   3.5801 ... 3.963  3.9631 3.9632],"[-0.64005435  8.690504    5.138318   ... 12.0209875   9.845244
  9.347558  ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501084588718712832,QSO                      ,129.42495,49.751288,445,129.424977196397,49.7512814525387,1237651250411143354,1345,301,2,147,0.0002183292,51873,215,26,[3.5799 3.58   3.5801 ... 3.963  3.9631 3.9632],"[-0.33069324 -0.5767867   0.5486041  ... 33.673126   33.075443
 31.457888  ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501084863596619776,GALAXY                   ,129.35805,49.135119,445,129.358087593848,49.1350899346489,1237651249874075853,1345,301,1,144,0.1487544,51873,216,26,[3.5799 3.58   3.5801 ... 3.963  3.9631 3.9632],[ 3.9204323  4.6948376 -3.0192094 ... 14.563777  12.114409  12.371442 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501085138474526720,GALAXY                   ,129.16749,49.873831,445,129.167534493127,49.8738687336212,1237651190820110633,1331,301,3,172,0.4004148,51873,217,26,[3.58   3.5801 3.5802 ... 3.963  3.9631 3.9632],"[ 0.28968447  0.09542342 -0.5111115  ...  4.22862     4.802526
  3.8753743 ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501085413352433664,GALAXY                   ,129.17083,49.32689,445,129.170826369771,49.3268945227065,1237651190283042956,1331,301,2,169,0.1492825,51873,218,26,[3.58   3.5801 3.5802 ... 3.963  3.9631 3.9632],[ 5.253583   6.4704924  3.0000753 ... 18.372412  17.964378  16.807848 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501085963108247552,GALAXY                   ,129.34184,49.164923,445,129.341863734726,49.1649588172868,1237651190283042823,1331,301,2,169,0.330338,51873,220,26,[3.58   3.5801 3.5802 ... 3.963  3.9631 3.9632],"[-3.261003    0.14768367 -2.5480886  ...  5.3071604   6.521438
  6.8778367 ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501086237986154496,GALAXY                   ,128.67757,50.528501,445,128.677572734684,50.5285061986442,1237651251485016244,1345,301,4,149,0.1016529,51873,221,26,[3.5801 3.5802 3.5803 ... 3.963  3.9631 3.9632],[ 5.930283   5.180116   2.6573148 ... 14.649508  15.478998  13.3039255],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501086787741968384,QSO                      ,128.72508,50.231491,445,128.725071705948,50.231543140878,1237651191356981544,1331,301,4,172,0.03655868,51873,223,26,[3.5801 3.5802 3.5803 ... 3.963  3.9631 3.9632],[8.038915  2.2646275 3.1810923 ... 5.1376853 3.8453062 2.9476244],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501087062619875328,GALAXY                   ,128.68119,50.348634,445,128.681196083266,50.3486366402312,1237651251484950970,1345,301,4,148,0.3352014,51873,224,26,[3.5801 3.5802 3.5803 ... 3.963  3.9631 3.9632],[ 4.323694   1.3105943 -2.3069534 ...  7.6867766  8.064024   8.26837  ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501087337497782272,GALAXY                   ,128.83497,50.391972,445,128.834955620684,50.3919816584682,1237651251484950880,1345,301,4,148,0.1183699,51873,225,26,[3.5801 3.5802 3.5803 ... 3.963  3.9631 3.9632],[ 9.39241    5.7818217  9.478282  ... 14.40912   15.272404  13.229057 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501087612375689216,GALAXY                   ,128.79761,50.281169,445,128.79761182173,50.2811782092191,1237651191357046885,1331,301,4,173,0.09683183,51873,226,26,[3.5802 3.5803 3.5804 ... 3.963  3.9631 3.9632],"[ 0.12737525  7.79665    11.073306   ... 22.904509   21.960804
 22.413681  ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501087887253596160,GALAXY                   ,128.92813,50.159729,445,128.928132793752,50.1597602241647,1237651191356981807,1331,301,4,172,0.4011766,51873,227,26,[3.5802 3.5803 3.5804 ... 3.963  3.9631 3.9632],[0.5624007  0.16270694 3.4507837  ... 3.2995555  4.0208516  2.6419082 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501088162131503104,GALAXY                   ,128.85296,50.24244,445,128.85295431503,50.2424980186281,1237651191357046949,1331,301,4,173,0.09692669,51873,228,26,[3.5802 3.5803 3.5804 ... 3.963  3.9631 3.9632],[ 6.165951  -6.0013084  6.98463   ...  7.2713094  5.022374   5.866615 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501088437009410048,GALAXY                   ,128.78715,50.409242,445,128.787139923671,50.4092490639773,1237651251484950875,1345,301,4,148,0.1344412,51873,229,26,[3.5802 3.5803 3.5804 ... 3.963  3.9631 3.9632],[ 3.2242622  4.2200894 13.729425  ... 15.784151  15.146407  14.127948 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501088711887316992,GALAXY                   ,128.64159,50.235992,445,128.641608703745,50.2360205489943,1237651251484885604,1345,301,4,147,0.4635315,51873,230,26,[3.5802 3.5803 3.5804 ... 3.963  3.9631 3.9632],[4.3024073 3.427896  2.501151  ... 4.0142226 3.7108207 4.6821237],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501088986765223936,GALAXY                   ,128.81676,50.455977,445,128.816753709117,50.4559905497861,1237651251485016097,1345,301,4,149,0.2822725,51873,231,26,[3.5803 3.5804 3.5805 ... 3.963  3.9631 3.9632],[4.98717   5.1728096 4.680096  ... 5.880844  7.1151276 6.118695 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501089261643130880,QSO                      ,128.62478,50.619152,445,128.624749350739,50.6191463440468,1237651191893983556,1331,301,5,174,0.1579195,51873,232,26,[3.5803 3.5804 3.5805 ... 3.963  3.9631 3.9632],[ 3.986744  15.67323    7.8329306 ...  2.6025913  3.802545   2.4338105],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501089536521037824,GALAXY                   ,128.91105,50.314382,445,128.911041279342,50.3143832610388,1237651191357046927,1331,301,4,173,0.1426627,51873,233,26,[3.5803 3.5804 3.5805 ... 3.963  3.9631 3.9632],[ 5.0086393  2.9352717  3.9199486 ... 12.707243  11.314116  12.469799 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
