specobjid,SOURCETYPE,RA,Dec,plate,ra,dec,objid,run,rerun,camcol,field,z,mjd,fiberID,run2d,wavelength,red shift,red shift error,flux,g sn,r sn,i sn,central wavelength
501025764846626816,GALAXY                   ,130.61346,49.754185,445,130.61349960302,49.7542050007829,1237651189746565323,1331,301,1,175,0.1864123,51873,1,26,[3.5816 3.5817 3.5818 ... 3.9639 3.964  3.9641],"[ 3.162435    1.8394802  -0.29281315 ... 10.372891   14.054579
 12.61662   ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501026039724533760,GALAXY                   ,130.50245,49.952646,445,130.502496814982,49.9526452500273,1237651249874534681,1345,301,1,151,0.3371834,51873,2,26,[3.5816 3.5817 3.5818 ... 3.9639 3.964  3.9641],[-1.2417002 -0.6283812  1.7732433 ... 10.561894   7.6774898  8.489266 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501026314602440704,GALAXY                   ,130.80185,50.011891,445,130.801833171431,50.0118885755988,1237651249874600266,1345,301,1,152,0.186489,51873,3,26,[3.5815 3.5816 3.5817 ... 3.9639 3.964  3.9641],[1.7316699 2.183385  1.9561297 ... 5.5202556 7.0500503 5.9733834],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501026589480347648,GALAXY                   ,130.62652,50.037049,445,130.62652811744,50.037047131032,1237651249874600531,1345,301,1,152,0.4206361,51873,4,26,[3.5815 3.5816 3.5817 ... 3.9639 3.964  3.9641],[ 2.0882916  0.6201645 -0.0788317 ...  6.127165   6.2766576  6.335728 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501026864358254592,GALAXY                   ,130.66302,50.07183,445,130.663029522217,50.0718255938113,1237651249874600173,1345,301,1,152,0.09534973,51873,5,26,[3.5815 3.5816 3.5817 ... 3.9639 3.964  3.9641],[ 9.050318  6.210182  8.46296  ... 20.790426 23.368444 20.454357],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501027139236161536,GALAXY                   ,130.65008,49.928713,445,130.650100893538,49.9287158883059,1237651249874534526,1345,301,1,151,0.1664238,51873,6,26,[3.5815 3.5816 3.5817 ... 3.9639 3.964  3.9641],[ 5.4220057  6.5629215  8.7709    ... 11.349545  13.658486  11.866762 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501027414114068480,QSO                      ,130.55542,49.843956,445,130.555470999751,49.8439569299889,1237651249874534583,1345,301,1,151,2.030451,51873,7,26,[3.5814 3.5815 3.5816 ... 3.9639 3.964  3.9641],[ 9.264363   5.78258   11.935536  ...  3.8185983  6.189149   5.848268 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501027688991975424,GALAXY                   ,130.44962,49.955264,445,130.449688077166,49.9552790767358,1237651065191858693,1302,301,1,165,0.402256,51873,8,26,[3.5814 3.5815 3.5816 ... 3.9639 3.964  3.9641],[2.4359124 2.248918  0.6201779 ... 3.7213123 3.915827  3.9187772],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501027963869882368,GALAXY                   ,130.54073,50.024759,445,130.540791289279,50.0247573027193,1237651190283501764,1331,301,2,176,0.18413,51873,9,26,[3.5813 3.5814 3.5815 ... 3.9639 3.964  3.9641],[ 7.20369    5.91488    2.9683824 ... 14.957285  12.271701  13.918897 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501028238747789312,GALAXY                   ,130.66571,50.001286,445,130.665712725488,50.0012849305494,1237651249874600286,1345,301,1,152,0.3380218,51873,10,26,[3.5813 3.5814 3.5815 ... 3.9639 3.964  3.9641],[-2.752194   2.3534029  2.7491574 ...  6.397631   6.533153   5.0630727],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501028513625696256,GALAXY                   ,130.5438,49.74741,445,130.543832090545,49.7474113656284,1237651249874469486,1345,301,1,150,0.41824,51873,11,26,[3.5813 3.5814 3.5815 ... 3.9639 3.964  3.9641],[0.44883743 0.9935914  1.9227546  ... 3.9162843  1.9631143  7.689218  ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501028788503603200,GALAXY                   ,130.52548,50.057256,445,130.525543619724,50.0572620876255,1237651190283501739,1331,301,2,176,0.1428705,51873,12,26,[3.5813 3.5814 3.5815 ... 3.9639 3.964  3.9641],[ 6.175851   3.242593  -1.0606813 ... 11.22304   12.681255  14.466202 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501029338259417088,GALAXY                   ,130.69858,49.949351,445,130.698566434208,49.9493550226502,1237651249874600136,1345,301,1,152,0.1677575,51873,14,26,[3.5812 3.5813 3.5814 ... 3.9639 3.964  3.9641],[ 2.7166846  3.3236206  6.155857  ... 11.147622  11.16649   11.602347 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501029613137324032,GALAXY                   ,130.94335,50.05949,445,130.943335511179,50.0594759490186,1237651249874665630,1345,301,1,153,0.1671973,51873,15,26,[3.5812 3.5813 3.5814 ... 3.9639 3.964  3.9641],[ 2.8339293  1.41946    4.7899694 ... 11.580913   9.73951   12.574594 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501029888015230976,GALAXY                   ,130.75898,50.086813,445,130.758972688579,50.0868128671777,1237651249874600279,1345,301,1,152,0.3383123,51873,16,26,[3.5811 3.5812 3.5813 ... 3.9639 3.964  3.9641],[-2.671051  -0.8261347 -2.1033537 ...  7.477576   6.738446   6.383335 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501030162893137920,GALAXY                   ,130.85786,50.093597,445,130.857861460369,50.0935833740161,1237651249874665677,1345,301,1,153,0.3724192,51873,17,26,[3.5811 3.5812 3.5813 ... 3.9639 3.964  3.9641],[ 2.952746   5.8865657 -3.0468378 ...  6.4600525  8.278886   9.040301 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501030437771044864,QSO                      ,130.62714,49.967306,445,130.627159310311,49.9673267694806,1237651249874534548,1345,301,1,151,0.3045557,51873,18,26,[3.5811 3.5812 3.5813 ... 3.9639 3.964  3.9641],[59.571182 57.232876 66.477104 ... 17.47942  17.259022 14.862747],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501030712648951808,GALAXY                   ,130.88088,50.040866,445,130.880870144988,50.0408543314626,1237651249874665658,1345,301,1,153,0.2971015,51873,19,26,[3.581  3.5811 3.5812 ... 3.9639 3.964  3.9641],[1.6412476 0.3157789 3.24815   ... 7.5627112 8.79039   9.989963 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501030987526858752,GALAXY                   ,130.49853,50.097709,445,130.498577519148,50.0977090084338,1237651190283567110,1331,301,2,177,0.1409664,51873,20,26,[3.581  3.5811 3.5812 ... 3.9639 3.964  3.9641],[10.156112   6.570979   6.5312138 ... 23.291357  24.942778  21.354412 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501031262404765696,GALAXY                   ,131.10195,50.206421,445,131.101937482839,50.2064413915888,1237651249874731206,1345,301,1,154,0.1245414,51873,21,26,[3.5809 3.581  3.5811 ... 3.9639 3.964  3.9641],[ 6.5270133 10.81466   10.833213  ... 19.021454  20.614166  21.103317 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501031537282672640,QSO                      ,131.204,50.14382,445,131.204007738493,50.143792311576,1237651189746827356,1331,301,1,179,1.620307,51873,22,26,[3.5809 3.581  3.5811 ... 3.9639 3.964  3.9641],[19.25172   11.9187355  8.198373  ...  3.676742   3.58271    3.4680383],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501031812160579584,QSO                      ,131.13786,50.283948,445,131.137876389306,50.2839609913098,1237651249874731130,1345,301,1,154,1.303777,51873,23,26,[3.5809 3.581  3.5811 ... 3.9639 3.964  3.9641],[21.366716  20.744436  15.48103   ...  1.3687283  4.9111805  3.3827896],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501032087038486528,GALAXY                   ,131.33336,50.236183,445,131.333370365003,50.2361714999541,1237651189746892897,1331,301,1,180,0.01122018,51873,24,26,[3.5809 3.581  3.5811 ... 3.9639 3.964  3.9641],[19.458893 20.046154 18.446526 ... 13.374655 12.395069 11.612711],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501032636794300416,GALAXY                   ,131.3035,50.220276,445,131.303485463585,50.2202685881476,1237651189746893032,1331,301,1,180,0.01072261,51873,26,26,[3.5808 3.5809 3.581  ... 3.9639 3.964  3.9641],[5.424511   3.9395995  0.49261826 ... 2.393264   4.3972144  4.066646  ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501032911672207360,QSO                      ,131.26391,50.27053,445,131.263916381026,50.2705271745264,1237651249874796741,1345,301,1,155,1.537442,51873,27,26,[3.5808 3.5809 3.581  ... 3.9639 3.964  3.9641],[17.233469  19.521244  15.919179  ...  2.4952419  4.7133512  4.188469 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501033461428021248,GALAXY                   ,131.17938,50.381582,445,131.179408293672,50.3815751343384,1237651249874796761,1345,301,1,155,0.1173681,51873,29,26,[3.5807 3.5808 3.5809 ... 3.9639 3.964  3.9641],[ 2.3991582  6.6268544  3.0594552 ... 11.013717  12.0811205 13.982919 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501033736305928192,GALAXY                   ,131.36376,50.252162,445,131.363778339509,50.2521672982183,1237651189746892918,1331,301,1,180,0.04604027,51873,30,26,[3.5807 3.5808 3.5809 ... 3.9639 3.964  3.9641],[10.679874   5.5463862  4.0809226 ... 10.802496  10.99306   10.794055 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501034011183835136,GALAXY                   ,131.2538,50.354044,445,131.253809867974,50.3540354467153,1237651249874796766,1345,301,1,155,0.1185964,51873,31,26,[3.5807 3.5808 3.5809 ... 3.9639 3.964  3.9641],[ 5.1460896  5.50849    9.44346   ... 19.691645  19.168718  21.581331 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501034286061742080,GALAXY                   ,131.35995,50.316705,445,131.35995806427,50.316698647672,1237651249874796777,1345,301,1,155,0.01481564,51873,32,26,[3.5807 3.5808 3.5809 ... 3.9639 3.964  3.9641],[ 4.71217    6.088345   5.8058767 ...  5.422302  11.385711  13.036232 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501034560939649024,GALAXY                   ,131.4052,50.309105,445,131.40519611149,50.3091154486486,1237651249874796814,1345,301,1,155,0.149249,51873,33,26,[3.5807 3.5808 3.5809 ... 3.9639 3.964  3.9641],"[ 1.2571502   0.9429453   0.98118544 ...  8.774594   12.012768
  8.551942  ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501034835817555968,GALAXY                   ,131.44207,50.309001,445,131.442019249578,50.3090214483103,1237651189746892960,1331,301,1,180,0.05043907,51873,34,26,[3.5806 3.5807 3.5808 ... 3.9639 3.964  3.9641],[7.678104  8.840955  7.2757263 ... 5.7628045 5.19277   6.159704 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501035110695462912,GALAXY                   ,131.52685,50.441294,445,131.526812438439,50.4412884917105,1237651249874862251,1345,301,1,156,0.1779085,51873,35,26,[3.5806 3.5807 3.5808 ... 3.9639 3.964  3.9641],[ 2.982681   6.0758734  4.2789183 ... 14.567777  17.389566  14.723877 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501035385573369856,GALAXY                   ,131.09938,50.481926,445,131.099379600686,50.4819429569837,1237651190283763963,1331,301,2,180,0.3289713,51873,36,26,[3.5806 3.5807 3.5808 ... 3.9639 3.964  3.9641],[0.17866188 3.2906744  4.499076   ... 5.9725223  4.2626734  5.5950284 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501035660451276800,GALAXY                   ,131.18728,50.492038,445,131.187283455465,50.4920767921835,1237651190283764405,1331,301,2,180,0.4211749,51873,37,26,[3.5805 3.5806 3.5807 ... 3.9639 3.964  3.9641],[ 2.1729429  2.9700246 -2.1961107 ...  4.486309   8.3590355  3.1653898],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501035935329183744,GALAXY                   ,131.11018,50.533667,445,131.110183603804,50.5336991680565,1237651190283763918,1331,301,2,180,0.1181954,51873,38,26,[3.5805 3.5806 3.5807 ... 3.9639 3.964  3.9641],[ 5.355698   9.944212   4.6340704 ... 15.248428  17.289259  15.431482 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501036210207090688,GALAXY                   ,131.17067,50.578186,445,131.170677220667,50.5782105141589,1237651190283829376,1331,301,2,181,0.1170122,51873,39,26,[3.5805 3.5806 3.5807 ... 3.9639 3.964  3.9641],[3.6273592 4.0123525 3.457218  ... 8.224506  7.701931  8.474915 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501036485084997632,GALAXY                   ,131.71167,50.606929,445,131.711645121093,50.6069171987906,1237651249874993260,1345,301,1,158,0.1236578,51873,40,26,[3.5805 3.5806 3.5807 ... 3.9639 3.964  3.9641],[ 4.7133975  3.989979   4.9321294 ... 16.922644  17.390802  17.709227 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501036759962904576,GALAXY                   ,130.24008,49.587801,445,130.240076491197,49.5878103380354,1237651249874337951,1345,301,1,148,0.05471246,51873,41,26,[3.5805 3.5806 3.5807 ... 3.9639 3.964  3.9641],[17.758688  14.113418  11.577263  ...  8.71754   11.037211   7.6241903],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501037034840811520,GALAXY                   ,130.01219,49.591442,445,130.012208350428,49.5914368831725,1237651249874337913,1345,301,1,148,0.07684222,51873,42,26,[3.5804 3.5805 3.5806 ... 3.9639 3.964  3.9641],[ 4.2884583 11.903173   9.926443  ...  4.167967   4.299773   6.3038697],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501037309718718464,QSO                      ,130.13732,49.714691,445,130.13733975422,49.7146997621109,1237651249874403465,1345,301,1,149,2.089584,51873,43,26,[3.5804 3.5805 3.5806 ... 3.9639 3.964  3.9641],[ 9.265199   9.660231  13.712685  ...  5.326736   4.775104   3.9606938],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501037584596625408,GALAXY                   ,129.94167,49.85934,445,129.941662731585,49.8593129390856,1237651190283370730,1331,301,2,174,0.132678,51873,44,26,[3.5804 3.5805 3.5806 ... 3.9639 3.964  3.9641],[ 3.0750325  2.670571   5.4732475 ... 22.333393  23.469748  23.54957  ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501037859474532352,GALAXY                   ,130.2427,49.774749,445,130.242717236283,49.7747692809653,1237651249874403561,1345,301,1,149,0.3362951,51873,45,26,[3.5804 3.5805 3.5806 ... 3.9639 3.964  3.9641],"[-1.6452149   0.00928966  0.700803   ...  5.655408    7.8499203
  5.8787684 ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501038134352439296,QSO                      ,130.28372,49.553811,445,130.283731810101,49.5538157373583,1237651249874337879,1345,301,1,148,1.54291,51873,46,26,[3.5803 3.5804 3.5805 ... 3.9639 3.964  3.9641],[22.025263  21.664795  24.005957  ...  3.1891658  4.7591233  6.652163 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501038409230346240,GALAXY                   ,129.9844,49.324936,445,129.984353513682,49.3249171250284,1237651249874206966,1345,301,1,146,0.1198249,51873,47,26,[3.5803 3.5804 3.5805 ... 3.9639 3.964  3.9641],[ 6.3687954  9.777113   5.9497085 ... 16.169132  18.47132   17.789665 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501038684108253184,GALAXY                   ,129.95649,49.438785,445,129.956502561158,49.438787809771,1237651249874272478,1345,301,1,147,0.3257536,51873,48,26,[3.5803 3.5804 3.5805 ... 3.9639 3.964  3.9641],"[ 3.2219179   5.18265     0.15992525 ... 10.005926    9.348374
  7.586559  ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501039233864067072,GALAXY                   ,129.98645,49.689304,445,129.986439908348,49.6892784458012,1237651190283305071,1331,301,2,173,0.1181411,51873,50,26,[3.5802 3.5803 3.5804 ... 3.9639 3.964  3.9641],[ 4.7066393  7.9263296 11.314328  ... 11.152728   7.962881  10.200994 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501039508741974016,GALAXY                   ,130.17847,50.048595,445,130.178492835086,50.0486288991883,1237651190283436114,1331,301,2,175,0.1860332,51873,51,26,[3.5802 3.5803 3.5804 ... 3.9639 3.964  3.9641],[ 7.677635 11.261088  8.192447 ... 10.479645  8.426786  8.930422],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501039783619880960,GALAXY                   ,130.34803,49.593476,445,130.34801367822,49.5934927122697,1237651249874403547,1345,301,1,149,0.1741541,51873,52,26,[3.5802 3.5803 3.5804 ... 3.9639 3.964  3.9641],[1.5176935 2.6894054 2.4606612 ... 6.887719  7.521134  6.86427  ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501040058497787904,GALAXY                   ,130.18596,50.004329,445,130.186002860844,50.0043414987237,1237651190283436182,1331,301,2,175,0.0516151,51873,53,26,[3.5802 3.5803 3.5804 ... 3.9639 3.964  3.9641],[ 9.235504   5.1729016 -3.9269736 ... 10.514074  11.847726  11.682038 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501040333375694848,GALAXY                   ,130.11457,49.817343,445,130.114561862599,49.8173247919941,1237651190283370592,1331,301,2,174,0.1758842,51873,54,26,[3.5802 3.5803 3.5804 ... 3.9639 3.964  3.9641],[ 4.6501155  6.951101   4.063984  ... 15.013907  15.016875  16.265385 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501040608253601792,GALAXY                   ,130.25154,49.819931,445,130.251544379715,49.8199764640704,1237651190283370697,1331,301,2,174,0.0001199753,51873,55,26,[3.5801 3.5802 3.5803 ... 3.9639 3.964  3.9641],[ 7.985193   9.305651   9.7536955 ... 57.224205  58.306767  56.3007   ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501040883131508736,GALAXY                   ,130.39012,49.851425,445,130.390162046283,49.8514285813916,1237651249874469045,1345,301,1,150,0.1398335,51873,56,26,[3.5801 3.5802 3.5803 ... 3.9639 3.964  3.9641],[ 5.414486  9.520303  8.281201 ... 17.4343   18.712164 17.924778],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501041158009415680,GALAXY                   ,130.04144,49.85543,445,130.041436968405,49.8554173834997,1237651190283370800,1331,301,2,174,0.1760727,51873,57,26,[3.5801 3.5802 3.5803 ... 3.9639 3.964  3.9641],"[-0.57198274  3.8039997   1.8236728  ... 11.9874325  13.589359
 13.489115  ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501041432887322624,QSO                      ,129.93179,50.116205,445,129.931818956369,50.1162006516644,1237651250411339967,1345,301,2,150,4.559655e-05,51873,58,26,[3.5801 3.5802 3.5803 ... 3.9639 3.964  3.9641],[10.916423 13.379655 14.216652 ... 21.857939 25.411045 24.532034],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501041982643136512,GALAXY                   ,130.41235,49.813832,445,130.412385168376,49.8138377587945,1237651249874469142,1345,301,1,150,0.2062903,51873,60,26,[3.5801 3.5802 3.5803 ... 3.9639 3.964  3.9641],"[-1.4487201  -0.76037943 -0.4437164  ... 15.719712   13.599689
 13.898223  ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501042257521043456,GALAXY                   ,130.86107,50.14603,445,130.861076057289,50.1460169067568,1237651249874665688,1345,301,1,153,0.3364032,51873,61,26,[3.58   3.5801 3.5802 ... 3.9639 3.964  3.9641],[-3.1717017  0.7350028 -0.9193078 ...  5.1728377  6.7427006  6.6102204],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501042532398950400,GALAXY                   ,130.87013,50.186094,445,130.870139496743,50.1860869196109,1237651249874665553,1345,301,1,153,0.1247173,51873,62,26,[3.58   3.5801 3.5802 ... 3.9639 3.964  3.9641],[ 7.951258   2.506063   6.338251  ... 12.2953415 12.114982  14.241285 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501042807276857344,GALAXY                   ,131.01584,50.185584,445,131.015853703957,50.1855983021229,1237651249874731182,1345,301,1,154,0.04245318,51873,63,26,[3.58   3.5801 3.5802 ... 3.9639 3.964  3.9641],[ 4.692787   3.2798157  8.570953  ... 27.715164  25.119535  30.534672 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501043082154764288,GALAXY                   ,130.86032,50.419253,445,130.860331733117,50.4192189564483,1237651190283698347,1331,301,2,179,0.1184174,51873,64,26,[3.58   3.5801 3.5802 ... 3.9639 3.964  3.9641],[ 5.761714   5.4307113  4.7196455 ... 13.554659  13.791732  14.2572155],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501043357032671232,GALAXY                   ,130.91503,50.386577,445,130.915042412898,50.386543126058,1237651190283698342,1331,301,2,179,0.03918761,51873,65,26,[3.5799 3.58   3.5801 ... 3.9639 3.964  3.9641],[ 0.628351   7.3701687 10.209537  ... 21.266066  23.983822  24.136976 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501043631910578176,QSO                      ,130.69181,50.397889,445,130.691815647902,50.3978752039506,1237651190283698468,1331,301,2,179,0.4182398,51873,66,26,[3.5799 3.58   3.5801 ... 3.9639 3.964  3.9641],[-0.5458962  2.3606622 -1.7517527 ...  3.5780685  5.763514   4.961867 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501044181666392064,QSO                      ,130.97297,50.487738,445,130.972966529792,50.4877340504614,1237651190283763924,1331,301,2,180,0.2468305,51873,68,26,[3.5799 3.58   3.5801 ... 3.9638 3.9639 3.964 ],[-2.994469   4.2427173 11.228772  ...  7.6144533  8.433014   9.395048 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501044456544299008,GALAXY                   ,131.07902,50.409878,445,131.079072225784,50.4098581046145,1237651190283763738,1331,301,2,180,0.2679434,51873,69,26,[3.5799 3.58   3.5801 ... 3.9638 3.9639 3.964 ],"[ 0.83228207  2.7452662  -0.8338834  ... 10.395328    7.2299323
  9.090695  ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501044731422205952,GALAXY                   ,131.05832,50.452637,445,131.058324468552,50.4526385254542,1237651190283763926,1331,301,2,180,0.1540474,51873,70,26,[3.5799 3.58   3.5801 ... 3.9638 3.9639 3.964 ],[0.45653912 2.6092696  6.074515   ... 6.724777   9.644932   8.321687  ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501045281178019840,GALAXY                   ,130.89567,50.537401,445,130.895663702827,50.5373997402601,1237651190283763865,1331,301,2,180,0.1593894,51873,72,26,[3.5798 3.5799 3.58   ... 3.9638 3.9639 3.964 ],[ 0.072377   3.3478684  1.8911598 ... 10.705595   9.994411  12.267117 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501045556055926784,QSO                      ,130.90729,50.588514,445,130.90731327309,50.5884980589578,1237651250411667696,1345,301,2,155,2.413585,51873,73,26,[3.5798 3.5799 3.58   ... 3.9638 3.9639 3.964 ],[13.683911  10.01787   10.117194  ...  4.61623    4.365876   3.6772554],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501045830933833728,GALAXY                   ,130.97906,50.512937,445,130.97905508536,50.512934058034,1237651190283763930,1331,301,2,180,0.192138,51873,74,26,[3.5798 3.5799 3.58   ... 3.9638 3.9639 3.964 ],[-1.6645501 -3.763237  -6.507449  ... 12.931845  14.216546  13.667986 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501046105811740672,QSO                      ,131.08041,50.531115,445,131.080401072816,50.531164759975,1237651190283763815,1331,301,2,180,0.3228433,51873,75,26,[3.5798 3.5799 3.58   ... 3.9638 3.9639 3.964 ],[26.101845 31.599878 29.084944 ...  5.275944  8.529887  5.972531],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501046380689647616,GALAXY                   ,130.69039,50.591745,445,130.690403902863,50.5917465695614,1237651250411667660,1345,301,2,155,0.1404533,51873,76,26,[3.5798 3.5799 3.58   ... 3.9638 3.9639 3.964 ],[-5.2929845 -0.890636   2.5730984 ... 12.586918  14.041013  12.203987 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501046655567554560,GALAXY                   ,131.0713,50.557032,445,131.071214496789,50.5570689075341,1237651190283763949,1331,301,2,180,0.3300917,51873,77,26,[3.5798 3.5799 3.58   ... 3.9638 3.9639 3.964 ],[-1.7759266 -2.8221312 -1.058016  ...  4.0034842  5.2369523  5.6694818],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501046930445461504,GALAXY                   ,130.88917,50.615387,445,130.889180480694,50.6153740272268,1237651250411667706,1345,301,2,155,0.05580006,51873,78,26,[3.5797 3.5798 3.5799 ... 3.9638 3.9639 3.964 ],[ 2.7841527 11.707931   9.654311  ... 38.243748  34.0967    34.803513 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501047480201275392,QSO                      ,131.00642,50.62238,445,131.006347867919,50.6224017376496,1237651190283829359,1331,301,2,181,0.01712095,51873,80,26,[3.5797 3.5798 3.5799 ... 3.9637 3.9638 3.9639],[0.62331325 9.002477   3.4458978  ... 4.8448825  2.7251039  3.8072574 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501047755079182336,GALAXY                   ,129.71571,50.072323,445,129.715727020322,50.0723080660604,1237651190820241570,1331,301,3,174,0.1307165,51873,81,26,[3.5797 3.5798 3.5799 ... 3.9637 3.9638 3.9639],[ 4.170061  -8.595458   2.0946434 ...  8.595773  11.447657   8.577325 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501048029957089280,GALAXY                   ,129.92833,50.022157,445,129.928338012345,50.0221538464809,1237651250411339906,1345,301,2,150,0.1737311,51873,82,26,[3.5797 3.5798 3.5799 ... 3.9637 3.9638 3.9639],"[ 3.7508323  -2.8660662  -0.09058579 ... 10.684953   11.945613
 12.885624  ]",-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501048304834996224,GALAXY                   ,129.87125,50.119552,445,129.871276560643,50.1195479994808,1237651250411339940,1345,301,2,150,0.0493242,51873,83,26,[3.5797 3.5798 3.5799 ... 3.9637 3.9638 3.9639],[ 4.985966   7.2478237  8.764863  ... 39.688267  37.158928  38.301003 ],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
501048579712903168,GALAXY                   ,129.85434,49.294703,445,129.854302456318,49.2946847752365,1237651249874207000,1345,301,1,146,0.1585238,51873,84,26,[3.5797 3.5798 3.5799 ... 3.9637 3.9638 3.9639],[-1.9930277 -5.0305357 -4.4879675 ...  5.101157   6.023847   6.4945965],-0.0841612931263,4.32759940779,22.3807,25.6697,22.9318,3.5792
